"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
2561,135,80,9600,"Inside","1Story",5,5,1951,1951,"TA","TA","CBlock","TA","TA","ALQ",996,60,1056,"GasA","Ex","Y",1216,0,1216,1,0,1,0,3,"TA",7,0,"Attchd",1,280,"TA","TA",0,0,0,0
696,66.5,52,5720,"Inside","1.5Fin",5,6,1941,1950,"TA","TA","CBlock","TA","TA","Unf",0,676,676,"GasA","Ex","Y",676,455,1131,0,0,1,1,3,"TA",5,0,"Detchd",1,200,"TA","TA",26,0,0,0
1312,114,69,9143,"Corner","1.5Fin",5,7,1900,2003,"TA","TA","CBlock","TA","TA","Unf",0,346,346,"GasA","Ex","Y",709,308,1017,0,0,1,0,2,"TA",5,0,"Detchd",1,308,"TA","TA",0,0,139,0
2495,137,0,13526,"CulDSac","1Story",5,6,1965,1965,"TA","TA","CBlock","TA","TA","BLQ",560,0,935,"GasA","TA","Y",935,0,935,1,0,1,0,3,"TA",5,0,"Attchd",1,288,"TA","TA",180,0,0,0
1701,418,118,13654,"CulDSac","2Story",9,5,2005,2006,"Gd","TA","PConc","Ex","TA","Unf",0,1704,1704,"GasA","Ex","Y",1722,1036,2758,0,0,2,1,4,"Ex",9,1,"BuiltIn",3,814,"TA","TA",282,55,0,0
2343,202.5,91,14145,"Corner","1Story",7,7,1984,1998,"Gd","TA","CBlock","Gd","TA","ALQ",213,995,1208,"GasA","Ex","Y",1621,0,1621,1,0,2,0,3,"Gd",8,0,"Attchd",2,440,"TA","TA",108,45,0,0
2302,124.5,76,8314,"Corner","1Story",5,7,1982,1982,"TA","TA","CBlock","TA","TA","ALQ",546,270,816,"GasA","TA","Y",816,0,816,0,0,1,0,2,"TA",5,0,"Attchd",1,264,"TA","TA",168,0,0,0
1567,171,76,9880,"Inside","SLvl",6,6,1977,1977,"TA","TA","CBlock","TA","TA","ALQ",522,574,1096,"GasA","TA","Y",1118,0,1118,1,0,1,0,3,"TA",6,1,"Attchd",1,358,"TA","TA",203,0,0,0
468,174,122,11911,"Inside","2Story",6,5,2005,2005,"Gd","TA","PConc","Gd","TA","Unf",0,684,684,"GasA","Ex","Y",684,876,1560,0,0,2,1,3,"Gd",6,1,"BuiltIn",2,400,"TA","TA",100,38,0,0
1813,179,65,8450,"Inside","1Story",7,5,2000,2001,"TA","TA","PConc","Gd","TA","Unf",0,1349,1349,"GasA","Ex","Y",1349,0,1349,0,0,2,0,3,"TA",6,0,"Attchd",2,539,"TA","TA",120,55,0,0
2819,102,67,8877,"Inside","1Story",4,5,1951,1951,"TA","TA","CBlock","Fa","Fa","LwQ",836,0,836,"GasA","TA","Y",1220,0,1220,0,0,1,0,2,"TA",6,0,"Detchd",2,396,"TA","TA",0,0,0,0
1443,235,75,12192,"Inside","2Story",7,5,2000,2001,"Gd","TA","PConc","Gd","TA","GLQ",663,265,928,"GasA","Ex","Y",928,895,1823,1,0,2,1,3,"Gd",6,0,"Attchd",2,626,"TA","TA",192,36,0,0
412,123,24,2280,"FR2","1Story",7,5,1975,1975,"TA","TA","CBlock","Gd","TA","ALQ",435,0,1057,"GasA","TA","Y",1055,0,1055,0,1,2,0,2,"TA",4,1,"Attchd",2,440,"TA","TA",0,27,0,0
199,123.9,52,6240,"Inside","1.5Fin",5,7,1936,1980,"TA","TA","CBlock","TA","Fa","Rec",276,252,528,"GasA","Gd","Y",548,492,1040,0,0,1,0,2,"TA",5,0,"Detchd",2,624,"TA","TA",306,0,32,0
2849,128,58,6430,"Corner","1.5Fin",6,6,1945,1950,"TA","TA","CBlock","TA","TA","BLQ",780,0,780,"GasA","TA","N",816,524,1340,1,0,1,0,3,"TA",6,0,"Attchd",1,440,"TA","TA",0,0,0,0
2572,135,109,9723,"Corner","1Story",6,7,1963,1963,"TA","TA","CBlock","TA","TA","Unf",0,1008,1008,"GasA","TA","Y",1008,0,1008,0,0,1,0,2,"TA",5,0,"Attchd",2,430,"TA","TA",0,0,0,0
573,156,35,3768,"FR2","2Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","GLQ",549,142,691,"GasA","Ex","Y",713,739,1452,1,0,2,1,3,"Gd",6,0,"Detchd",2,506,"TA","TA",0,34,0,0
1732,171.925,62,8857,"Inside","2Story",6,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,738,738,"GasA","Ex","Y",738,757,1495,0,0,2,1,3,"Gd",7,1,"Attchd",2,440,"TA","TA",100,30,0,0
2881,35.311,50,9000,"Inside","1Story",2,3,1949,1950,"TA","TA","CBlock","TA","TA","BLQ",50,430,480,"GasA","TA","N",480,0,480,1,0,0,0,1,"TA",4,0,"Detchd",1,308,"TA","TA",0,0,0,0
286,104,67,4853,"Inside","1Story",5,6,1924,1999,"TA","TA","BrkTil","TA","TA","Rec",133,974,1107,"GasA","Fa","N",1296,0,1296,0,0,2,0,2,"Fa",5,1,"Detchd",1,260,"TA","TA",0,0,36,0
2737,235,114,19950,"Corner","2Story",6,7,1928,1950,"TA","TA","PConc","TA","TA","Unf",0,672,672,"GasA","Ex","Y",1337,672,2009,0,0,2,0,4,"TA",8,2,"2Types",3,795,"TA","TA",0,42,0,180
138,190,137,16492,"Corner","1Story",6,6,1966,2002,"Gd","TA","CBlock","TA","TA","ALQ",247,557,1517,"GasA","Ex","Y",1888,0,1888,0,0,2,1,2,"Gd",6,1,"Attchd",2,578,"TA","TA",0,0,0,0
528,264.5,65,8125,"Corner","1Story",8,5,2008,2009,"Gd","TA","PConc","Gd","TA","Unf",0,1836,1836,"GasA","Ex","Y",1836,0,1836,0,0,2,0,3,"Gd",8,1,"Attchd",2,517,"TA","TA",0,175,0,0
1968,141,80,8000,"Corner","1Story",5,4,1961,1961,"TA","TA","CBlock","TA","TA","Unf",0,1800,1800,"GasA","Ex","N",1800,0,1800,0,0,2,0,6,"TA",10,0,"None",0,0,"None","None",0,0,0,0
1818,144,60,8400,"Inside","1Story",5,5,1977,1977,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",2020,0,2020,0,0,2,0,4,"TA",10,2,"Detchd",2,630,"TA","TA",0,0,0,0
2814,173.9,68,8846,"Inside","2Story",6,5,2005,2006,"TA","TA","PConc","Gd","TA","Unf",0,750,750,"GasA","Ex","Y",750,750,1500,0,0,2,1,3,"Gd",6,0,"Attchd",2,564,"TA","TA",0,35,0,0
373,82.5,85,11900,"Inside","1Story",7,5,1977,1977,"TA","Gd","CBlock","TA","TA","ALQ",822,564,1386,"GasA","TA","Y",1411,0,1411,0,0,2,0,3,"TA",6,1,"Attchd",2,544,"TA","TA",192,0,0,0
840,207,65,14753,"Inside","1Story",7,5,1998,1998,"TA","TA","PConc","Gd","TA","GLQ",950,513,1463,"GasA","Ex","Y",1463,0,1463,1,0,2,0,3,"TA",5,0,"Attchd",2,539,"TA","TA",0,81,0,0
1088,190,59,9587,"Inside","SLvl",7,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",655,201,856,"GasA","Ex","Y",1166,0,1166,1,0,2,0,2,"Gd",5,0,"Attchd",2,400,"TA","TA",212,0,0,0
2412,170.44,65,10237,"Inside","2Story",6,5,2005,2006,"Gd","TA","PConc","Gd","TA","Unf",0,728,728,"GasA","Ex","Y",728,728,1456,0,0,2,1,3,"Gd",8,1,"Attchd",2,390,"TA","TA",0,24,0,0
2340,318,60,8147,"Inside","1Story",9,5,2005,2005,"Gd","TA","PConc","Ex","TA","GLQ",1191,523,1714,"GasA","Ex","Y",1714,0,1714,1,0,2,0,2,"Gd",7,1,"Attchd",2,517,"TA","TA",156,55,0,0
2170,110,67,8308,"Inside","1Story",4,6,1963,1963,"TA","Gd","CBlock","TA","TA","BLQ",132,115,1088,"GasA","TA","Y",1088,0,1088,0,0,1,0,2,"TA",4,0,"Detchd",2,520,"TA","TA",0,0,0,0
2846,160,0,7082,"Inside","2Story",5,8,1916,1995,"TA","TA","PConc","TA","TA","Unf",0,686,686,"GasA","Gd","Y",948,980,1928,0,0,2,0,5,"TA",10,0,"None",0,0,"None","None",0,0,228,0
2742,136.9,75,9525,"Inside","1.5Fin",6,4,1954,1972,"TA","TA","CBlock","TA","Fa","Rec",444,550,994,"GasA","Gd","Y",1216,639,1855,0,0,2,0,4,"TA",7,0,"Attchd",1,325,"TA","TA",182,0,0,0
2003,87,52,9439,"Inside","1.5Fin",5,5,1930,1950,"TA","TA","CBlock","TA","TA","LwQ",324,588,912,"GasA","Gd","Y",912,336,1248,0,0,1,0,2,"TA",6,0,"Detchd",1,160,"Fa","Fa",0,0,192,0
826,239,122,11923,"Corner","1Story",9,5,2007,2007,"Gd","TA","PConc","Ex","TA","Unf",0,1800,1800,"GasA","Ex","Y",1800,0,1800,0,0,2,0,2,"Ex",7,0,"Attchd",2,702,"TA","TA",288,136,0,0
2872,223,0,16381,"Inside","1Story",6,5,1969,1969,"Gd","Gd","CBlock","TA","TA","Rec",1110,734,1844,"GasA","Gd","Y",1844,0,1844,1,0,2,0,3,"Gd",7,1,"Attchd",2,540,"TA","TA",0,73,216,0
301,289,100,15602,"Inside","1Story",7,8,1959,1997,"TA","TA","CBlock","TA","TA","ALQ",1247,254,1501,"GasA","TA","Y",1801,0,1801,1,0,2,0,1,"TA",6,2,"Attchd",2,484,"TA","TA",0,54,0,161
1642,441.929,85,14082,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Ex","Gd","GLQ",1558,662,2220,"GasA","Ex","Y",2234,0,2234,1,0,1,1,1,"Gd",7,1,"Attchd",2,724,"TA","TA",390,80,0,0
1377,148,0,11235,"Corner","SFoyer",5,6,1963,1963,"TA","TA","CBlock","Gd","TA","ALQ",784,197,981,"GasA","TA","Y",1075,0,1075,1,0,1,0,3,"Gd",6,0,"Detchd",2,440,"TA","TA",64,0,0,64
54,192,43,3182,"Inside","1Story",8,5,2004,2005,"Gd","TA","PConc","Gd","TA","GLQ",24,1232,1256,"GasA","Ex","Y",1269,0,1269,0,0,2,0,2,"Gd",6,1,"Attchd",2,430,"TA","TA",146,20,0,144
2373,94.5,21,1680,"Inside","2Story",6,5,1972,1972,"TA","TA","CBlock","TA","TA","Unf",0,483,483,"GasA","TA","Y",483,504,987,0,0,1,1,2,"TA",5,1,"Attchd",1,288,"TA","TA",0,0,0,0
654,132,50,8000,"Inside","1Story",6,6,1948,2002,"TA","Gd","CBlock","TA","TA","ALQ",680,292,972,"GasA","Ex","Y",972,0,972,1,0,1,0,2,"TA",5,1,"Detchd",1,240,"TA","TA",0,0,0,0
439,335,87,10367,"Inside","1Story",9,5,2008,2008,"Ex","TA","PConc","Ex","TA","GLQ",1015,724,1739,"GasA","Ex","Y",1743,0,1743,1,0,2,0,3,"Ex",8,1,"Attchd",3,927,"TA","TA",168,45,0,0
890,127,80,10682,"Inside","1Story",4,6,1960,1971,"TA","TA","CBlock","TA","TA","GLQ",399,615,1014,"GasA","TA","Y",1149,0,1149,1,0,1,0,3,"TA",7,0,"2Types",1,544,"TA","TA",0,240,0,0
2795,197,70,8726,"Inside","2Story",7,5,2002,2002,"Gd","TA","PConc","Gd","TA","Unf",0,872,872,"GasA","Ex","Y",872,1037,1909,0,0,2,1,4,"Gd",8,0,"BuiltIn",2,529,"TA","TA",0,108,0,0
2074,211,97,10029,"Corner","2Story",6,5,1988,1989,"Gd","TA","PConc","Gd","TA","GLQ",831,320,1151,"GasA","TA","Y",1164,896,2060,0,1,2,1,4,"TA",8,1,"Attchd",2,521,"TA","TA",0,228,0,192
1092,217.3,55,7301,"Inside","1Story",7,6,2007,2008,"Gd","TA","PConc","Gd","TA","GLQ",876,474,1350,"GasA","Ex","Y",1358,0,1358,1,0,2,0,2,"Gd",6,1,"Attchd",2,484,"TA","TA",192,26,0,0
82,171,70,8400,"Inside","2Story",6,6,1980,1981,"TA","TA","CBlock","Gd","TA","Unf",0,650,650,"GasA","TA","Y",888,676,1564,0,0,2,1,3,"TA",7,1,"Attchd",2,476,"TA","TA",0,50,0,204
1638,591.587,52,51974,"CulDSac","1Story",9,5,2006,2007,"Ex","TA","PConc","Ex","TA","GLQ",1101,1559,2660,"GasA","Ex","Y",2338,0,2338,1,0,2,1,4,"Gd",8,2,"Attchd",3,1110,"Gd","TA",0,135,0,322
1271,159,80,8000,"Inside","1Story",5,6,1959,1959,"TA","TA","PConc","TA","TA","BLQ",476,292,1256,"GasA","Gd","Y",1256,0,1256,1,0,1,1,3,"Gd",6,0,"Attchd",1,311,"TA","TA",0,240,0,0
2366,125.5,24,2160,"Inside","2Story",5,6,1973,1973,"TA","TA","CBlock","TA","TA","LwQ",402,363,765,"GasA","Gd","Y",765,600,1365,0,0,1,1,3,"Gd",7,1,"Attchd",2,440,"TA","TA",0,36,0,0
2837,81,58,8410,"FR2","1.5Fin",5,3,1910,1996,"TA","Fa","PConc","TA","TA","Unf",0,658,658,"GasA","TA","Y",658,526,1184,0,0,1,0,5,"TA",8,0,"None",0,0,"None","None",0,151,0,0
855,134.9,76,6950,"Inside","1Story",5,7,1979,1979,"TA","TA","CBlock","TA","TA","ALQ",710,132,914,"GasA","TA","Y",914,0,914,1,0,1,0,2,"TA",5,0,"Attchd",2,444,"TA","TA",0,0,0,0
2402,275,74,10927,"Inside","2Story",8,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",546,512,1058,"GasA","Ex","Y",1058,846,1904,1,0,2,1,3,"Ex",8,1,"BuiltIn",2,736,"TA","TA",179,60,0,0
824,212,68,10769,"Inside","2Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","GLQ",20,846,866,"GasA","Ex","Y",866,902,1768,0,0,2,1,3,"Gd",7,0,"Attchd",2,578,"TA","TA",144,105,0,0
149,108,60,8382,"Inside","1.5Fin",4,5,1956,1956,"TA","TA","CBlock","TA","TA","Unf",0,832,832,"GasA","TA","Y",832,505,1337,0,0,1,0,3,"TA",5,0,"Attchd",1,263,"TA","TA",0,0,0,0
84,112,68,8930,"Inside","1.5Fin",6,5,1978,1978,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1318,584,1902,0,0,2,0,4,"TA",8,0,"Attchd",2,539,"TA","TA",0,0,0,0
2575,132,70,8400,"Corner","1Story",5,5,1957,1957,"TA","TA","CBlock","Fa","TA","BLQ",623,556,1179,"GasA","Gd","Y",1364,0,1364,0,0,1,1,3,"TA",6,1,"Attchd",1,331,"TA","TA",0,60,0,0
2112,191,78,9316,"Inside","2Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","Unf",0,879,879,"GasA","Ex","Y",879,916,1795,0,0,2,1,3,"Gd",7,0,"Attchd",2,578,"TA","TA",164,111,0,0
2736,274.97,0,19690,"CulDSac","SLvl",6,7,1966,1966,"Gd","Gd","CBlock","Gd","TA","Unf",0,697,697,"GasA","TA","Y",1575,626,2201,0,0,2,0,4,"Gd",8,1,"Attchd",2,432,"Gd","Gd",586,236,0,0
179,119,50,6900,"Corner","1.5Fin",6,7,1938,2000,"TA","TA","PConc","Gd","TA","Unf",0,827,827,"GasA","Gd","Y",827,424,1251,0,0,1,0,3,"Fa",6,0,"Detchd",1,240,"Fa","TA",0,0,0,0
1879,119,0,10624,"Inside","1Story",5,4,1964,1964,"TA","TA","CBlock","TA","TA","GLQ",40,1424,1728,"GasA","TA","Y",1728,0,1728,0,1,2,0,6,"TA",10,0,"Detchd",1,352,"TA","TA",155,0,0,0
1856,194,0,16157,"FR2","SLvl",5,7,1978,1978,"TA","TA","PConc","Gd","TA","ALQ",680,289,1360,"GasA","Ex","Y",1432,0,1432,1,0,1,1,2,"Gd",5,1,"Attchd",2,588,"TA","TA",168,180,0,0
406,97,21,1680,"Inside","2Story",6,6,1972,1972,"TA","TA","CBlock","TA","TA","Rec",110,79,483,"GasA","TA","Y",483,504,987,1,0,1,1,2,"TA",5,0,"Detchd",1,288,"TA","TA",0,0,0,0
934,137,24,1488,"Inside","2Story",6,6,1980,1992,"TA","Gd","CBlock","Gd","TA","ALQ",471,90,561,"GasA","TA","Y",561,668,1229,1,0,1,1,2,"Gd",5,1,"Attchd",2,462,"TA","TA",176,0,0,0
1911,126,63,8668,"Corner","1Story",5,5,1968,1968,"TA","TA","CBlock","TA","TA","Unf",0,1560,1560,"GasA","TA","Y",1560,0,1560,0,0,2,0,4,"TA",8,0,"Detchd",3,792,"TA","TA",0,0,0,0
592,213.25,78,10140,"Inside","1Story",7,5,1998,1999,"Gd","TA","PConc","Ex","TA","LwQ",144,379,1650,"GasA","Ex","Y",1680,0,1680,1,0,2,0,3,"Gd",7,1,"Attchd",2,583,"TA","TA",78,73,0,0
2865,239,80,16560,"Inside","2Story",6,8,1932,1950,"TA","TA","BrkTil","Gd","TA","Rec",503,449,952,"GasA","TA","Y",1170,1175,2345,0,0,2,1,4,"TA",9,1,"Detchd",2,360,"TA","TA",0,0,0,0
1332,109.5,50,6130,"Inside","1.5Unf",5,6,1924,1950,"TA","TA","BrkTil","TA","TA","ALQ",784,0,784,"GasA","Gd","Y",784,0,784,1,0,1,0,2,"Gd",5,0,"None",0,0,"None","None",0,0,116,0
516,210,75,9000,"Inside","2Story",8,5,2008,2008,"Gd","TA","PConc","Gd","TA","Unf",0,768,768,"GasA","Ex","Y",786,804,1590,0,0,2,1,3,"Gd",6,0,"Attchd",2,676,"TA","TA",0,30,0,0
1885,120,70,7535,"Inside","1Story",5,7,1958,1985,"TA","TA","CBlock","TA","TA","BLQ",111,522,912,"GasA","Fa","Y",912,0,912,0,1,1,0,2,"TA",5,0,"Attchd",1,297,"TA","TA",12,285,0,0
969,425,85,12633,"Inside","1Story",9,5,2007,2007,"Ex","TA","PConc","Ex","TA","GLQ",1640,338,1978,"GasA","Ex","Y",1978,0,1978,1,0,2,0,2,"Ex",7,1,"Attchd",3,920,"TA","TA",308,52,0,0
2378,144,24,2179,"Inside","2Story",6,5,1976,1976,"TA","TA","CBlock","Gd","TA","ALQ",70,785,855,"GasA","Gd","Y",855,601,1456,0,0,2,1,3,"TA",6,1,"Attchd",2,460,"TA","TA",0,28,0,0
2696,91,60,9786,"Inside","1Story",3,4,1922,1950,"TA","TA","BrkTil","TA","Fa","Unf",0,1007,1007,"GasA","Fa","N",1077,0,1077,0,0,1,0,3,"TA",6,1,"Detchd",1,210,"TA","Fa",0,100,48,0
543,224.243,61,7328,"Inside","1Story",7,5,2008,2009,"Gd","TA","PConc","Gd","TA","Unf",0,1450,1450,"GasA","Ex","Y",1450,0,1450,0,0,2,0,2,"Gd",6,0,"Attchd",3,788,"TA","TA",0,93,0,0
267,240,75,9375,"Inside","2Story",7,5,1997,1997,"Gd","TA","PConc","Gd","TA","Unf",0,1040,1040,"GasA","Ex","Y",1044,1054,2098,0,0,2,1,4,"Gd",9,1,"Attchd",2,621,"TA","TA",331,38,0,0
899,82,74,10206,"Corner","1Story",3,3,1952,1952,"TA","TA","Slab","None","None","None",0,0,0,"GasW","Fa","N",944,0,944,0,0,1,0,2,"Fa",4,0,"Detchd",2,528,"TA","Fa",0,0,0,0
2228,200,35,3907,"Inside","1Story",8,5,1988,1988,"TA","TA","CBlock","Gd","TA","GLQ",577,427,1004,"GasA","Gd","Y",1020,0,1020,1,0,1,0,1,"TA",4,0,"Attchd",2,509,"TA","TA",135,0,0,0
252,198.9,94,10402,"Corner","1Story",7,5,2009,2009,"TA","TA","PConc","Gd","TA","Unf",0,1226,1226,"GasA","Ex","Y",1226,0,1226,0,0,2,0,3,"Gd",6,0,"Attchd",3,740,"TA","TA",0,36,0,0
915,155,60,7200,"Inside","2Story",7,9,1936,2007,"Gd","Gd","PConc","Gd","Gd","ALQ",350,0,560,"GasA","Ex","Y",575,560,1135,1,0,1,0,3,"Gd",6,0,"Detchd",2,576,"TA","TA",256,0,0,0
1246,116,60,11556,"Inside","1Story",5,6,1952,1952,"TA","TA","CBlock","TA","TA","Rec",148,572,720,"GasA","Ex","Y",882,0,882,1,0,1,0,2,"Gd",4,0,"Attchd",1,240,"TA","TA",0,0,0,0
103,155,24,2572,"FR2","2Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","ALQ",604,92,696,"GasA","Ex","Y",696,720,1416,1,0,2,1,3,"Gd",6,0,"Detchd",2,484,"TA","TA",0,44,0,0
2426,167.24,43,3010,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",16,1232,1248,"GasA","Ex","Y",1248,0,1248,0,0,2,0,2,"Gd",5,0,"Attchd",2,438,"TA","TA",108,0,0,0
1742,172.5,53,3922,"Inside","1Story",7,5,2006,2007,"Gd","TA","PConc","Ex","TA","Unf",0,1258,1258,"GasA","Ex","Y",1258,0,1258,0,0,2,0,2,"Gd",6,1,"Attchd",3,648,"TA","TA",144,16,0,0
1972,125.5,60,6600,"Inside","1Story",5,5,1962,1962,"TA","TA","CBlock","TA","TA","ALQ",110,312,864,"GasA","Gd","Y",864,0,864,0,0,1,0,2,"TA",5,0,"Detchd",1,294,"TA","TA",58,0,0,0
2067,112,0,25339,"Inside","1Story",5,7,1918,2007,"TA","Gd","BrkTil","TA","TA","Unf",0,816,816,"GasA","Ex","Y",1416,0,1416,0,0,2,0,3,"Gd",7,0,"Attchd",2,576,"TA","TA",0,0,112,0
873,210,70,8750,"Inside","1Story",7,5,1997,1998,"Gd","TA","PConc","Gd","TA","GLQ",1111,306,1417,"GasA","Ex","Y",1417,0,1417,1,0,2,0,3,"Gd",7,1,"Attchd",2,511,"TA","TA",60,0,0,117
2633,120,74,7400,"Corner","1Story",7,6,1962,1962,"TA","TA","CBlock","TA","TA","LwQ",809,236,1045,"GasA","Gd","Y",1045,0,1045,1,0,1,0,3,"TA",6,0,"Detchd",2,528,"TA","TA",0,0,0,0
1305,107.9,50,6000,"Corner","1Story",4,7,1954,2000,"TA","TA","CBlock","TA","TA","Unf",0,901,901,"GasA","Ex","Y",901,0,901,0,0,1,0,2,"TA",4,0,"Detchd",1,281,"Fa","TA",0,0,0,0
402,130,60,9000,"FR2","1Story",4,7,1971,2006,"TA","Gd","CBlock","TA","TA","ALQ",240,624,864,"GasA","Gd","Y",864,0,864,0,0,1,0,3,"TA",5,0,"Detchd",2,576,"TA","TA",200,0,0,0
2672,140.2,65,6435,"Inside","1.5Fin",6,5,1939,1950,"TA","TA","BrkTil","TA","TA","Unf",0,972,972,"GasA","Gd","Y",972,605,1577,0,0,1,0,3,"Fa",6,1,"Detchd",1,312,"TA","TA",0,0,0,0
1872,158.5,88,10738,"Corner","1Story",6,7,1966,1966,"TA","TA","CBlock","TA","TA","ALQ",792,301,1093,"GasA","Gd","Y",1093,0,1093,1,0,2,0,3,"TA",6,1,"Attchd",2,484,"TA","TA",224,0,0,0
1108,287.5,91,10010,"Inside","2Story",7,5,1993,1994,"Gd","TA","PConc","Gd","TA","BLQ",228,0,1080,"GasA","Ex","Y",1108,1089,2197,1,0,2,1,4,"Gd",9,1,"Attchd",3,783,"TA","TA",385,99,0,0
717,265.979,65,11700,"Corner","2Story",7,7,1880,2003,"Gd","TA","Stone","TA","Fa","Unf",0,1240,1240,"GasW","TA","N",1320,1320,2640,0,0,1,1,4,"Gd",8,1,"Detchd",4,864,"TA","TA",181,0,386,0
723,85,60,7200,"Inside","1Story",5,4,1910,2006,"TA","TA","BrkTil","TA","TA","ALQ",247,310,1022,"GasW","TA","N",1022,0,1022,1,0,1,0,2,"TA",4,0,"Detchd",1,280,"TA","TA",0,30,226,0
2172,122,74,16287,"Inside","1.5Fin",5,6,1925,1950,"TA","Gd","CBlock","TA","TA","ALQ",130,666,901,"GasA","TA","Y",901,450,1351,1,0,1,0,3,"TA",7,1,"Detchd",2,576,"TA","TA",0,0,43,100
2483,150,0,9019,"Inside","2Story",6,5,1994,1994,"TA","TA","PConc","Gd","TA","ALQ",274,362,636,"GasA","Ex","Y",636,684,1320,0,0,2,1,3,"Gd",6,0,"Attchd",2,472,"TA","TA",0,40,0,0
2926,142.5,37,7937,"CulDSac","SLvl",6,6,1984,1984,"TA","TA","CBlock","TA","TA","GLQ",819,184,1003,"GasA","TA","Y",1003,0,1003,1,0,1,0,3,"TA",6,0,"Detchd",2,588,"TA","TA",120,0,0,0
166,160,87,10000,"Corner","1Story",6,6,1962,1962,"TA","TA","CBlock","TA","TA","Unf",0,1116,1116,"GasA","TA","Y",1116,0,1116,0,0,1,1,3,"TA",5,0,"Attchd",2,440,"TA","TA",0,0,0,385
539,184.9,67,10083,"Inside","1Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",833,343,1176,"GasA","Ex","Y",1200,0,1200,1,0,2,0,2,"Gd",5,0,"Attchd",2,555,"TA","TA",0,41,0,0
2268,180.5,0,6718,"Inside","1Story",8,5,2001,2001,"Gd","TA","PConc","Ex","TA","GLQ",250,1017,1267,"GasA","Ex","Y",1312,0,1312,0,0,2,0,2,"Gd",5,0,"Attchd",2,471,"TA","TA",256,28,0,0
1685,356,96,12469,"FR2","1Story",9,5,2006,2007,"Ex","TA","PConc","Ex","TA","GLQ",1151,639,1790,"GasA","Ex","Y",1816,0,1816,1,0,2,0,3,"Ex",7,1,"Attchd",3,730,"TA","TA",186,36,0,0
102,177,0,2980,"Corner","2Story",6,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",466,290,756,"GasA","Ex","Y",756,756,1512,1,0,2,1,2,"Gd",5,0,"Detchd",2,440,"TA","TA",0,32,0,0
892,320,86,13286,"Inside","1Story",9,5,2007,2008,"Ex","TA","PConc","Ex","TA","GLQ",1234,464,1698,"GasA","Ex","Y",1698,0,1698,1,0,2,0,3,"Ex",8,1,"Attchd",3,768,"TA","TA",327,64,0,0
2663,144,65,8850,"Corner","2.5Unf",7,6,1916,1950,"TA","TA","BrkTil","TA","TA","Unf",0,815,815,"GasA","Ex","Y",815,875,1690,0,0,1,0,3,"TA",7,1,"Detchd",1,225,"TA","TA",0,0,330,0
1609,137.5,74,12395,"Corner","1Story",5,6,1984,1984,"TA","TA","CBlock","TA","TA","ALQ",647,217,864,"GasA","TA","Y",889,0,889,0,0,1,0,3,"TA",6,0,"Attchd",2,484,"TA","TA",0,0,0,0
73,233,76,10142,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",656,300,956,"GasA","Ex","Y",956,1128,2084,1,0,2,1,4,"Gd",8,0,"BuiltIn",2,618,"TA","TA",0,45,0,0
2344,229,0,13837,"Corner","1.5Fin",7,5,1988,1988,"Gd","Gd","PConc","Gd","Gd","GLQ",1002,0,1204,"GasA","Gd","Y",1377,806,2183,0,0,2,1,4,"Gd",9,0,"Attchd",3,786,"TA","TA",0,0,0,0
120,128.95,77,9320,"Inside","1Story",4,5,1959,1959,"TA","TA","CBlock","TA","TA","ALQ",569,381,950,"GasA","Fa","Y",1225,0,1225,1,0,1,1,3,"TA",6,0,"None",0,0,"None","None",352,0,0,0
1792,250,70,9605,"Inside","2Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,982,982,"GasA","Ex","Y",982,995,1977,0,0,2,1,3,"Gd",7,0,"Attchd",3,574,"TA","TA",240,53,0,0
651,95,107,10615,"Corner","2Story",3,5,1900,1970,"TA","TA","CBlock","Fa","TA","BLQ",440,538,978,"GasA","TA","Y",1014,685,1699,1,0,2,0,3,"TA",7,0,"CarPort",2,420,"Fa","Fa",0,74,0,0
